ubicacion,lugar_especifico,fuente,rating,comentario,fecha_resena,comentario_limpio,n_palabras,es_spam,idioma,idioma_det,comentario_nlp,n_palabras_nlp
La Paz,,trip,,creo que debe perderse la excursión podría ser mejor el día bastante ventoso agua fría hacer snorkel mejor sierra de agua ballenas jorobadas delfines leones increíble belleza geológica también buen momento gente barco,,creo que debe perderse la excursión podría ser mejor el día bastante ventoso agua fría hacer snorkel mejor sierra de agua ballenas jorobadas delfines leones increíble belleza geológica también buen momento gente barco,33,False,es,es,crear debe perderse excursión poder mejor ventoso agua frío snorkel mejor sierra agua ballena jorobado delfín león increíble belleza geológico bueno gente barco,23
La Paz,,trip,,Pasé el día divertido baja buceo experiencia de leones leones juveniles orilla almuerzo camino de regreso baja gran día agua,,pasé el día divertido baja buceo experiencia de leones leones juveniles orilla almuerzo camino de regreso baja gran día agua,20,False,es,es,pasar divertir baja buceo experiencia león león juvenil orilla almuerzo camino regreso baja gran agua,15
La Paz,,trip,,maravilloso viaje que vale la pena ir a la paz hacer un recorrido por la isla santo,,maravilloso viaje que vale la pena ir a la paz hacer un recorrido por la isla santo,17,False,es,es,maravilloso viaje vale pena paz recorrido isla santo,8
La Paz,,trip,,excursión de un día espíritu baja espíritu santo increíble aventura paseo en bote hermoso área de historia completa experiencia de leones nadando criaturas curiosas y juguetonas incluso capaz de ver dos ballenas regreso en bote paseo a casa experiencia mágica hecha todo el día,,excursión de un día espíritu baja espíritu santo increíble aventura paseo en bote hermoso área de historia completa experiencia de leones nadando criaturas curiosas y juguetonas incluso capaz de ver dos ballenas regreso en bote paseo a casa experiencia mágica hecha todo el día,44,False,es,es,excursión espíritu baja espíritu santo increíble aventura paseo bote hermoso área historia completar experiencia león nadar criatura curioso juguetón incluso capaz ver ballena regreso bote paseo casa experiencia mágico hacer,30
La Paz,,trip,,fue excursión espíritu baja compañía de viajes alrededor de la isla mucha reserva personas permitidas entrar a la costa hermosa combinación acantilados cuevas playas de arena nadamos nadamos con snorkel colonia de leones aprendí isla nativa,,fue excursión espíritu baja compañía de viajes alrededor de la isla mucha reserva personas permitidas entrar a la costa hermosa combinación acantilados cuevas playas de arena nadamos nadamos con snorkel colonia de leones aprendí isla nativa,36,False,es,es,excursión espíritu baja compañía viaje alrededor isla reserva persona permitir entrar costa hermoso combinación acantilado cueva playa arena nadar nadar snorkel colonia león aprender isla nativo,26
La Paz,,trip,,recorrer la isla experiencia verdaderamente mundial aguas claras cargas de aves vida marina playas isla uno de los mejores lugares visitados viaje me encantaría acampar noches permitidas operadores costosos el próximo viaje,,recorrer la isla experiencia verdaderamente mundial aguas claras cargas de aves vida marina playas isla uno de los mejores lugares visitados viaje me encantaría acampar noches permitidas operadores costosos el próximo viaje,32,False,es,es,recorrer isla experiencia verdaderamente mundial agua clara carga ave vida marina playa isla mejorar visitar viaje encantar acampar noche permitir operador costoso próximo viaje,24
La Paz,,trip,,"Pasé el día buceando alrededor de Espíritu Santo, lo pasamos genial, tipos de vida local, se encuentran fácilmente, vimos rayos, fragatas, tortugas, nadamos, leones, exploramos los arrecifes de coral, almuerzo, tienda de campaña, acampamos, corremos, baja, hermosa playa, gran día.",,pasé el día buceando alrededor de espíritu santo lo pasamos genial tipos de vida local se encuentran fácilmente vimos rayos fragatas tortugas nadamos leones exploramos los arrecifes de coral almuerzo tienda de campaña acampamos corremos baja hermosa playa gran día,40,True,es,otro,,0
La Paz,,trip,,una familia de cuatro hizo una excursión paz buceó con leones juguetones nadó a la derecha cangrejos en abundancia escuelas peces fue otra colonia de leones leones entusiastas hermosas playas agua clara,,una familia de cuatro hizo una excursión paz buceó con leones juguetones nadó a la derecha cangrejos en abundancia escuelas peces fue otra colonia de leones leones entusiastas hermosas playas agua clara,32,False,es,es,familia hacer excursión paz bucear león juguetón nadar derecha cangrejo abundancia escuela pecar colonia león león entusiasta hermoso playa agua clara,21
La Paz,,trip,,isla visitada sorprendido abundante avifauna muchas especies criando agua cristalina genial kayak naturaleza la mejor manera posible,,isla visitada sorprendido abundante avifauna muchas especies criando agua cristalina genial kayak naturaleza la mejor manera posible,17,False,es,es,isla visitar sorprender abundante avifauna especie criar agua cristalino genial kayak naturaleza mejor posible,14
La Paz,,trip,,hicimos un recorrido espiritu baja tours paseo en bote comenzó frente a la playa oficina de turismo malecón paz el viaje comenzó duró horas barco gente tripulación isla en realidad dos islas sierra pequeña variedad formaciones rocosas muchas aves piqueros de patas azules colonias de focas favoritas guía conocedor girado paz marina recorrido destacado supuesto nadando leones leones nadaron ver agua turbia fuerte corriente hecho área de exploración poco parado almuerzo bonita playa arena caminar agua aguas poco profundas camino de regreso vio dos ballenas jorobadas cerrar bote,,hicimos un recorrido espiritu baja tours paseo en bote comenzó frente a la playa oficina de turismo malecón paz el viaje comenzó duró horas barco gente tripulación isla en realidad dos islas sierra pequeña variedad formaciones rocosas muchas aves piqueros de patas azules colonias de focas favoritas guía conocedor girado paz marina recorrido destacado supuesto nadando leones leones nadaron ver agua turbia fuerte corriente hecho área de exploración poco parado almuerzo bonita playa arena caminar agua aguas poco profundas camino de regreso vio dos ballenas jorobadas cerrar bote,88,False,es,es,hacer recorrido espiritu baja tour paseo bote comenzar frente playa oficina turismo malecón paz viaje comenzar durar hora barco gente tripulación isla realidad isla sierra pequeño variedad formación rocoso ave piqueros pata azular colonia foca favorito guía conocedor girar paz marina recorrido destacar supuesto nadar león león nadar ver agua turbia fuerte corriente área exploración parado almuerzo bonito playa arena caminar agua agua profundar camino regreso ver ballena jorobado cerrar bote,71
La Paz,,trip,,hermoso lugar aguas cristalinas aguas azules playas de arena blanca definitivamente viaje asegúrese de nadar leones,,hermoso lugar aguas cristalinas aguas azules playas de arena blanca definitivamente viaje asegúrese de nadar leones,16,False,es,es,hermoso agua cristalino agua azular playa arena blanco definitivamente viaje asegúrese nadar león,13
La Paz,,trip,,hermosa isla contento desarrollo del gobierno isla todo isla maravillosa clara cálida agua azul hermosas playas acantilados rosados ​​fragatas increíble vida vegetal,,hermosa isla contento desarrollo del gobierno isla todo isla maravillosa clara cálida agua azul hermosas playas acantilados rosados fragatas increíble vida vegetal,22,False,es,es,hermoso isla contento desarrollo del gobierno isla isla maravilloso clara cálido agua azul hermoso playa acantilado rosado fragata increíble vida vegetal,21
La Paz,,trip,,maravilla natural cerca paz llegar barco paz kayak sueño disfrutado local ido excelente nadar leones observar rayas saltar combinado belleza islas excelente manera pasar día semana,,maravilla natural cerca paz llegar barco paz kayak sueño disfrutado local ido excelente nadar leones observar rayas saltar combinado belleza islas excelente manera pasar día semana,26,False,otro,es,maravilla natural cerca paz llegar barco paz kayak sueño disfrutar local ir excelente nadar león observar raya saltar combinado belleza isla excelente pasar semana,24
La Paz,,trip,,veces los últimos años siempre gestionar ver descubrir nuevas tortugas especiales cala tranquila isla de roca volcánica escondida noches frescas joya para acampar,,veces los últimos años siempre gestionar ver descubrir nuevas tortugas especiales cala tranquila isla de roca volcánica escondida noches frescas joya para acampar,23,False,es,es,último gestionar ver descubrir nueva tortuga especial cala tranquilo isla roca volcánico esconder noche fresco joya acampar,17
La Paz,,trip,,"Me encantó el recorrido, asegúrese de planificar el viaje, agua tranquila, use el viento, lo más destacado del viaje.",,me encantó el recorrido asegúrese de planificar el viaje agua tranquila use el viento lo más destacado del viaje,19,False,es,es,encantar recorrido asegúrese planificar viaje agua tranquilo usar viento destacar del viaje,12
La Paz,,trip,,Perdí bastantes oportunidades de paseo en bote ver oportunidad fantástica hacer snorkel leones como colores jugar uno jugando estrella de mar isla perfecta playa hermoso pozo colores acantilados único,,perdí bastantes oportunidades de paseo en bote ver oportunidad fantástica hacer snorkel leones como colores jugar uno jugando estrella de mar isla perfecta playa hermoso pozo colores acantilados único,29,False,es,es,perder bastante oportunidad paseo bote ver oportunidad fantástico snorkel león colorar jugar jugar estrella mar isla perfecto playa hermoso pozo colorar acantilado único,23
La Paz,,trip,,isla recorrida barco inicio guía turístico historia informativa isla incluyendo perla isla usada snorkel extremo norte isla fenomenal conseguir jugar leones resaltar vacaciones bien vale la pena,,isla recorrida barco inicio guía turístico historia informativa isla incluyendo perla isla usada snorkel extremo norte isla fenomenal conseguir jugar leones resaltar vacaciones bien vale la pena,27,False,es,es,isla recorrer barco inicio guía turístico historia informativo isla incluir perla isla usar snorkel extremo norte isla fenomenal conseguir jugar león resaltar vacación vale pena,25
